,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
2714,25,2KIX,A,33,-1.00,0.00,NMR,33,33,0,25,0,' bm2 protein',2.47367877871,42.3833572718,33.0,63.0,1000.0,6.3,3.8
2715,25,2KJ1,A,61,-1.00,0.00,NMR,60,60,0,49,2,' bm2 protein',4.82261931831,82.6294825799,61.0,112.0,1.0,6.3,3.8
2716,25,2KJM,A,30,-1.00,0.00,NMR,30,30,0,17,0,' histone RNA hairpin-binding protein',1.10211472662,18.8833419338,30.0,63.0,1000.0,6.3,3.8
2717,25,2KJN,A,26,-1.00,0.00,NMR,26,26,0,17,0,' lah4',2.59688746252,44.49438224,26.0,35.0,1000.0,6.3,3.8
2718,25,2KJX,A,65,-1.00,0.00,NMR,65,65,0,13,22,' jumping translocation breakpoint protein',1.64524845898,28.1892515059,65.0,158.0,1.0,6.3,3.8
2719,25,1KXL,A,187,-1.00,0.00,NMR,187,187,0,46,35,' cell division control protein 13',3.81805206781,65.4174932756,187.0,491.0,1.0,6.3,3.8
2720,25,2KKE,A,53,-1.00,0.00,NMR,53,53,0,22,7,' uncharacterized protein',5.9246532386,101.51144,53.0,68.0,1.0,6.3,3.8
2721,25,2KKT,A,52,-1.00,0.00,NMR,52,52,0,17,4,' ataxin-7-like protein 3',1.66635010932,28.550801596,52.0,130.0,1000.0,6.3,3.8
2722,25,1KSQ,A,75,-1.00,0.00,NMR,75,75,0,12,18,' latent transforming growth factor beta binding protein 1',1.30244055859,22.3156717012,75.0,252.0,1.0,6.3,3.8
2723,25,1KS6,A,107,-1.00,0.00,NMR,107,107,0,0,40,' transforming growth factor beta type ii receptor',1.59245112571,27.2846359762,107.0,348.0,1.0,6.3,3.8
2724,25,2KL7,A,71,-1.00,0.00,NMR,71,71,0,0,15,' fibulin-4',2.72607783515,46.7078958806,71.0,114.0,1.0,6.3,3.8
2725,25,1KOZ,A,36,-1.00,0.00,NMR,36,36,0,0,6,' voltage-dependent channel inhibitor',0.889786093706,15.2453593529,36.0,85.0,1000.0,6.3,3.8
2726,25,1KN6,A,73,-1.00,0.00,NMR,73,73,0,17,14,' prohormone convertase 1',1.57374830749,26.9641868404,73.0,196.0,1.0,6.3,3.8
2727,25,1KMX,A,55,-1.00,0.00,NMR,54,54,0,5,12,' vascular endothelial growth factor',2.40019821722,41.1243607856,55.0,96.0,1.0,6.3,3.8
2728,25,1KKX,A,102,-1.00,0.00,NMR,102,102,0,53,0,' transcription regulatory protein adr6',3.34362588792,57.2888007168,102.0,252.0,1.0,6.3,3.8
2729,25,2KMC,A,102,-1.00,0.00,NMR,102,102,0,16,31,' fermitin family homolog 1',2.45087673667,41.9926731205,102.0,241.0,1.0,6.3,3.8
2730,25,2KMZ,A,53,-1.00,0.00,NMR,53,53,0,6,2,' tumor necrosis factor receptor superfamily member 12a',2.24544925576,38.4729330508,53.0,93.0,1000.0,6.3,3.8
2731,25,2KN8,A,68,-1.00,0.00,NMR,68,68,0,47,0,"' DNA cleavage and packaging protein large subunit, ul89'",6.76335552238,115.881542878,68.0,108.0,1.0,6.3,3.8
2732,25,1KDX,B,28,-1.00,0.00,NMR,28,28,1,21,0,' creb',2.1800567394,37.3525149886,28.0,49.0,1000.0,6.3,3.8
2733,25,2KNE,B,28,-1.00,0.00,NMR,28,28,0,22,0,"' atpase, ca++ transporting, plasma membrane 4'",2.42918767822,41.6210585353,28.0,45.0,1000.0,6.3,3.8
2734,25,2KNJ,A,90,-1.00,0.00,NMR,90,90,0,56,0,' microplusin preprotein',2.16005705993,37.0098457756,90.0,275.0,1.0,6.3,3.8
2735,25,2KNN,A,30,-1.00,0.00,NMR,30,30,1,0,13,' cycloviolacin-o2',0.772818342214,13.2412648668,30.0,69.0,1000.0,6.3,3.8
2736,25,2KNP,A,33,-1.00,0.00,NMR,33,33,0,0,11,' mcocc-1',0.624707503881,10.7035729761,33.0,97.0,1000.0,6.3,3.8
2737,25,2KNU,A,29,-1.00,0.00,NMR,28,28,0,10,0,' genome polyprotein',3.34600738214,57.3296046084,29.0,35.0,1000.0,6.3,3.8
2738,25,1KBE,A,49,-1.00,0.00,NMR,49,49,0,0,11,' kinase suppressor of ras',1.41337231539,24.2163470523,49.0,101.0,1.0,6.3,3.8
2739,25,1KAL,A,29,-1.00,0.00,NMR,29,29,0,0,5,' kalata b1',0.651269523978,11.158679596,29.0,76.0,1000.0,6.3,3.8
2740,25,2KOZ,A,33,-1.00,0.00,NMR,33,33,0,11,10,' nasonin-1',0.826617675515,14.1630483999,33.0,90.0,1000.0,6.3,3.8
2741,25,2KPA,A,26,-1.00,0.00,NMR,26,26,0,16,0,' arno(375-400)',2.00069029388,34.2792977995,26.0,42.0,1000.0,6.3,3.8
2742,25,2KPE,A,29,-1.00,0.00,NMR,29,29,0,25,0,' glycophorin-a',2.37896597839,40.7605732269,29.0,50.0,1000.0,6.3,3.8
2743,25,2KQ5,A,51,-1.00,0.00,NMR,51,51,0,34,0,' avirulence protein',1.98226990685,33.9636877651,51.0,130.0,1.0,6.3,3.8
2744,25,1K9C,A,74,-1.00,0.00,NMR,74,74,0,0,6,' calreticulin',4.41353617666,75.6203603383,74.0,87.0,1.0,6.3,3.8
2745,25,2KQB,A,55,-1.00,0.00,NMR,55,55,0,4,4,' aprataxin and pnk-like factor',2.07820758179,35.6074584873,55.0,97.0,1.0,6.3,3.8
2746,25,2KR1,A,64,-1.00,0.00,NMR,64,64,0,29,0,' ubiquitin protein ligase e3a',2.14119237487,36.6866232564,64.0,143.0,1.0,6.3,3.8
2747,25,2KR5,A,89,-1.00,0.00,NMR,89,89,0,44,2,' aflatoxin biosynthesis polyketide synthase',2.66516758064,45.6642757062,89.0,220.0,1.0,6.3,3.8
2748,25,1K81,A,36,-1.00,0.00,NMR,36,36,0,0,19,' probable translation initiation factor 2 beta subunit',1.39581163408,23.915466988,36.0,61.0,1000.0,6.3,3.8
2749,25,2KS1,B,44,-1.00,0.00,NMR,44,44,0,22,0,' epidermal growth factor receptor',4.98511206347,85.4135902546,44.0,60.0,1.0,6.3,3.8
2750,25,2KSW,A,66,-1.00,0.00,NMR,66,66,0,19,8,' oryctin',1.58764506683,27.2022902357,66.0,167.0,1.0,6.3,3.8
2751,25,1K4U,P,32,-1.00,0.00,NMR,32,32,0,12,0,' phagocyte nadph oxidase subunit p47phox',1.60876892168,27.564220772,32.0,52.0,1000.0,6.3,3.8
2752,25,2KTC,A,34,-1.00,0.00,NMR,34,34,0,7,8,' potassium channel toxin alpha-ktx 9.4',0.835367603181,14.3129673439,34.0,87.0,1000.0,6.3,3.8
2753,25,1K36,A,46,-1.00,0.00,NMR,46,46,0,0,14,' epiregulin',1.3716509544,23.5015042992,46.0,99.0,1.0,6.3,3.8
2754,25,1K0H,A,117,-1.00,0.00,NMR,117,117,0,0,26,' gpfii',3.21968468466,55.1652249545,117.0,231.0,1.0,6.3,3.8
2755,25,2KUM,A,88,-1.00,0.00,NMR,88,88,0,19,16,' c-c motif chemokine 27',2.2445002105,38.4566723606,88.0,215.0,1.0,6.3,3.8
2756,25,2KUY,A,43,-1.00,0.00,NMR,43,43,0,16,0,' prebacteriocin glycocin f',3.09353472786,53.0038049936,43.0,64.0,1000.0,6.3,3.8
2757,25,2KV5,A,33,-1.00,0.00,NMR,33,33,0,20,0,' putative uncharacterized protein rnai',3.18453705088,54.5630147029,33.0,50.0,1000.0,6.3,3.8
2758,25,2KVA,A,148,-1.00,0.00,NMR,148,148,0,6,63,' cation-independent mannose-6-phosphate receptor',2.3409410928,40.1090649045,148.0,463.0,1.0,6.3,3.8
2759,25,2KVF,A,28,-1.00,0.00,NMR,28,28,0,8,4,' zinc finger and btb domain-containing protein 32',1.16926759278,20.0339213635,28.0,56.0,1000.0,6.3,3.8
2760,25,2KVG,A,27,-1.00,0.00,NMR,27,27,0,8,6,' zinc finger and btb domain-containing protein 32',1.45780697428,24.9776787333,27.0,45.0,1000.0,6.3,3.8
2761,25,1JUN,A,43,-1.00,0.00,NMR,43,43,0,37,0,' c-jun homodimer',3.72220259948,63.7752338621,43.0,77.0,1.0,6.3,3.8
2762,25,2KVH,A,27,-1.00,0.00,NMR,27,27,0,10,4,' zinc finger and btb domain-containing protein 32',1.78298426768,30.5491803857,27.0,40.0,1000.0,6.3,3.8
2763,25,2KVO,A,120,-1.00,0.00,NMR,120,120,0,22,42,' photosystem ii reaction center psb28 protein',3.14986015039,53.9688698708,120.0,273.0,1.0,6.3,3.8
2764,25,2KVX,A,28,-1.00,0.00,NMR,28,28,0,0,11,' kalata-b12',0.63056731336,10.8039734003,28.0,73.0,1000.0,6.3,3.8
2765,25,2KW6,A,65,-1.00,0.00,NMR,65,65,0,42,0,' cyclin-dependent kinase 2-associated protein 1',3.18498789087,54.5707392758,65.0,136.0,1000.0,6.3,3.8
2766,25,1JQS,B,32,-1.00,0.00,OTHER,0,0,0,0,0,' elongation factor g',1.24346416783,21.3051858364,32.0,72.0,1000.0,6.3,3.8
2767,25,2KWQ,A,92,-1.00,0.00,NMR,92,92,0,5,27,' protein mcm10 homolog',3.0194620638,51.7346635789,92.0,158.0,1000.0,6.3,3.8
2768,25,2KWV,A,36,-1.00,0.00,NMR,36,36,0,10,0,' DNA polymerase iota',1.25228126203,21.456255594,36.0,78.0,1000.0,6.3,3.8
2769,25,2KWY,A,43,-1.00,0.00,NMR,43,43,0,37,0,' v-type proton atpase subunit g',3.5458801718,60.7541720687,43.0,78.0,1000.0,6.3,3.8
2770,25,2KWZ,A,40,-1.00,0.00,NMR,40,40,0,24,0,' protease ns2-3',3.78096383436,64.7820333031,40.0,63.0,1000.0,6.3,3.8
2771,25,2KXC,A,67,-1.00,0.00,NMR,67,67,0,3,26,' brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1',1.58633963669,27.1799233412,67.0,157.0,1.0,6.3,3.8
2772,25,2KXH,B,31,-1.00,0.00,NMR,31,31,0,15,0,' peptide of far upstream element-binding protein 1',2.32494898162,39.8350603056,31.0,52.0,1000.0,6.3,3.8
2773,25,1JO6,A,45,-1.00,0.00,NMR,45,45,0,8,0,"' potassium large conductance calcium-activated channel, subfamily m, beta member 2'",5.94239421446,101.815409183,45.0,49.0,1.0,6.3,3.8
2774,25,2KXW,B,27,-1.00,0.00,NMR,27,27,0,19,0,' sodium channel protein type 2 subunit alpha',2.69514162977,46.1778431281,27.0,38.0,1000.0,6.3,3.8
2775,25,2KY5,A,35,-1.00,0.00,NMR,35,35,0,20,0,' platelet endothelial cell adhesion molecule',2.16387164975,37.0752039478,35.0,62.0,1000.0,6.3,3.8
2776,25,2KYA,A,34,-1.00,0.00,NMR,34,34,0,15,0,' patellamide protein',3.86556878272,66.2316320886,34.0,44.0,1000.0,6.3,3.8
2777,25,2KYG,C,38,-1.00,0.00,NMR,38,38,0,22,0,' protein cbfa2t1',4.37103424534,74.8921434999,38.0,50.0,1000.0,6.3,3.8
2778,25,2KYJ,A,36,-1.00,0.00,NMR,36,36,0,0,10,' litx',0.942190179242,16.1432370801,36.0,91.0,1000.0,6.3,3.8
2779,25,1JJR,A,54,-1.00,0.00,NMR,54,54,0,29,0,' thyroid autoantigen',2.17642006193,37.2902051198,54.0,119.0,1.0,6.3,3.8
2780,25,3MRA,A,25,-1.00,0.00,NMR,25,25,0,20,0,' nicotinic acetylcholine receptor',1.91248828761,32.7680679762,25.0,44.0,1000.0,6.3,3.8
2781,25,1JJD,A,52,-1.00,0.00,NMR,52,52,0,5,6,' metallothionein',1.36809965339,23.4406572479,52.0,131.0,1.0,6.3,3.8
2782,25,2KZH,A,134,-1.00,0.00,NMR,134,134,0,40,23,' tryptophan biosynthesis protein trpcf',2.65668732143,45.51897719,134.0,376.0,1000.0,6.3,3.8
2783,25,1JEI,A,53,-1.00,0.00,NMR,53,53,0,20,0,' emerin',3.44936404907,59.100490375,53.0,90.0,1.0,6.3,3.8
2784,25,1JE3,A,97,-1.00,0.00,NMR,97,97,0,15,25,' hypothetical 8.6 kda protein in amya-flie intergenic region',2.74783830881,47.080734075,97.0,191.0,1.0,6.3,3.8
2785,25,1JDM,A,31,-1.00,0.00,NMR,31,31,0,17,0,' sarcolipin',2.33903030354,40.0763259473,31.0,53.0,1000.0,6.3,3.8
2786,25,2L0N,A,30,-1.00,0.00,NMR,30,30,0,4,0,' oxidoreductase that catalyzes reoxidation of dsba protein disulfide isomerase i',2.25463044407,38.6302411007,30.0,55.0,1000.0,6.3,3.8
2787,25,2L0Z,A,41,-1.00,0.00,NMR,41,41,0,0,8,' glycoprotein g2',1.18735229171,20.3437798069,41.0,91.0,1000.0,6.3,3.8
2788,25,2L16,A,52,-1.00,0.00,NMR,52,52,0,38,0,' sec-independent protein translocase protein tatad',4.34012843052,74.3626114512,52.0,94.0,1000.0,6.3,3.8
2789,25,1J9I,A,68,-1.00,0.00,NMR,68,68,0,32,6,' terminase small subunit',2.19266808576,37.5685944582,68.0,167.0,1.0,6.3,3.8
2790,25,2L1L,A,27,-1.00,0.00,NMR,27,27,0,8,0,' camp-dependent protein kinase inhibitor alpha',5.59036197676,95.783782025,27.0,19.0,1000.0,6.3,3.8
2791,25,2L1Q,A,40,-1.00,0.00,NMR,40,40,0,3,7,' liver-expressed antimicrobial peptide 2',0.990841827827,16.9768215461,40.0,112.0,1000.0,6.3,3.8
2792,25,2L1W,B,25,-1.00,0.00,NMR,25,25,0,19,0,' vacuolar calcium atpase bca1 peptide',2.11402481617,36.2211414984,25.0,38.0,1000.0,6.3,3.8
2793,25,2L27,A,84,-1.00,0.00,NMR,84,84,0,10,11,' seven transmembrane helix receptor',1.81346320744,31.0713984701,84.0,211.0,1000.0,6.3,3.8
2794,25,1J5M,A,28,-1.00,0.00,NMR,28,28,0,0,0,' metallothionein-1',0.835106366179,14.3084913783,28.0,59.0,1000.0,6.3,3.8
2795,25,1J5L,A,30,-1.00,0.00,NMR,30,30,0,7,0,' metallothionein-1',0.962780436966,16.4960251046,30.0,70.0,1000.0,6.3,3.8
2796,25,2L2I,B,27,-1.00,0.00,NMR,27,27,0,0,0,' krueppel-like factor 1',3.03646126811,52.0259234448,27.0,32.0,1000.0,6.3,3.8
2797,25,2L2R,A,37,-1.00,0.00,NMR,37,37,0,20,0,' antimicrobial peptide ecamp1',2.29474604657,39.317571213,37.0,63.0,1000.0,6.3,3.8
2798,25,2L30,A,108,-1.00,0.00,NMR,108,108,0,26,24,' poly [adp-ribose] polymerase 1',2.46383743546,42.2147383021,108.0,268.0,1000.0,6.3,3.8
2799,25,2L34,A,33,-1.00,0.00,NMR,32,32,0,24,0,' tyro protein tyrosine kinase-binding protein',3.19707132003,54.7777735519,33.0,49.0,1000.0,6.3,3.8
2800,25,2L37,A,43,-1.00,0.00,NMR,43,43,0,32,0,' ribosome-inactivating protein luffin p1',1.94352587968,33.2998578613,43.0,91.0,1000.0,6.3,3.8
2801,25,2L3H,A,39,-1.00,0.00,NMR,39,39,0,10,0,' prostatic acid phosphatase',5.958160111,102.08553788,39.0,39.0,1000.0,6.3,3.8
2802,25,2L3I,A,30,-1.00,0.00,NMR,30,30,0,15,0,"' aoxki4a, antimicrobial peptide in spider venom'",3.26910649903,56.0120052372,30.0,38.0,1000.0,6.3,3.8
2803,25,1J0T,A,78,-1.00,0.00,NMR,78,78,0,40,0,' molt-inhibiting hormone',2.08168163693,35.6669820284,78.0,219.0,1.0,6.3,3.8
2804,25,2L58,A,32,-1.00,0.00,NMR,32,32,0,24,0,' activator of apoptosis harakiri',2.81465359643,48.2255295233,32.0,53.0,1000.0,6.3,3.8
2805,25,2L5B,A,31,-1.00,0.00,NMR,31,31,0,17,0,' activator of apoptosis harakiri',3.39856100111,58.2300444019,31.0,42.0,1000.0,6.3,3.8
2806,25,2L5F,A,92,-1.00,0.00,NMR,92,92,0,14,27,' pre-mrna-processing factor 40 homolog a',2.4763396279,42.4289475574,92.0,231.0,1000.0,6.3,3.8
2807,25,1IYC,A,36,-1.00,0.00,NMR,36,36,0,3,6,' scarabaecin',1.16960927758,20.0397757003,36.0,81.0,1000.0,6.3,3.8
2808,25,1IXT,A,27,-1.00,0.00,NMR,27,27,0,0,9,' spasmodic protein tx9a-like protein',0.618788393561,10.602156507,27.0,72.0,1000.0,6.3,3.8
2809,25,1IWC,A,34,-1.00,0.00,NMR,34,34,0,16,0,' gastric h/k-atpase',2.94117048815,50.39323645,34.0,53.0,1000.0,6.3,3.8
2810,25,1IW4,A,55,-1.00,0.00,NMR,55,55,0,7,10,' trypsin inhibitor',1.27877618031,21.9102125091,55.0,133.0,1.0,6.3,3.8
2811,25,2L63,A,33,-1.00,0.00,NMR,33,33,0,23,0,' glucagon-like peptide 2',2.70435463487,46.3356963183,33.0,56.0,1000.0,6.3,3.8
2812,25,2L6W,A,39,-1.00,0.00,NMR,39,39,0,27,0,' beta-type platelet-derived growth factor receptor',3.53857527072,60.6290118276,39.0,64.0,1000.0,6.3,3.8
2813,25,2L76,A,95,-1.00,0.00,NMR,95,95,0,18,25,' nfatc2-interacting protein',2.56845327487,44.0071983968,95.0,207.0,1000.0,6.3,3.8
2814,25,2L7S,A,52,-1.00,0.00,NMR,52,52,0,12,0,' adrenomedullin',4.97982062534,85.3229281546,52.0,65.0,1000.0,6.3,3.8
2815,25,1IMT,A,80,-1.00,0.00,NMR,80,80,0,3,26,' intestinal toxin 1',1.4897338039,25.5247045792,80.0,234.0,1.0,6.3,3.8
2816,25,2L7X,A,77,-1.00,0.00,NMR,77,77,0,25,0,' envelope glycoprotein',2.59019174376,44.3796595674,77.0,178.0,1000.0,6.3,3.8
2817,25,1IJP,A,79,-1.00,0.00,NMR,79,79,0,70,0,' atp synthase',2.22522804266,38.1264681392,79.0,231.0,1.0,6.3,3.8
2818,25,2L8E,A,49,-1.00,0.00,NMR,49,49,0,16,6,' polyhomeotic-like protein 1',1.76256379375,30.1993013918,49.0,111.0,1000.0,6.3,3.8
2819,25,1IIJ,A,35,-1.00,0.00,NMR,35,35,0,25,0,' erbb-2 receptor protein-tyrosine kinase',2.44249948594,41.8491395244,35.0,71.0,1000.0,6.3,3.8
2820,25,2L9J,A,119,-1.00,0.00,NMR,119,119,0,75,0,' matrix protein 2-1',5.56402895131,95.3325989388,119.0,240.0,1000.0,6.3,3.8
2821,25,2L9U,A,40,-1.00,0.00,NMR,40,40,0,31,0,' receptor tyrosine-protein kinase erbb-3',3.52869618955,60.4597462665,40.0,69.0,1000.0,6.3,3.8
2822,25,1IG6,A,107,-1.00,0.00,NMR,107,107,0,59,0,' modulator recognition factor 2',4.45682940812,76.362135104,107.0,239.0,1.0,6.3,3.8
2823,25,2L9Z,A,39,-1.00,0.00,NMR,39,39,0,3,8,' pr domain zinc finger protein 4',1.94252291228,33.2826732834,39.0,61.0,1000.0,6.3,3.8
2824,25,2LA0,A,30,-1.00,0.00,NMR,30,30,1,22,0,' uncharacterized protein',0.955713576759,16.3749433928,30.0,75.0,1000.0,6.3,3.8
2825,25,2LAT,A,37,-1.00,0.00,NMR,37,37,0,27,0,' dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4',3.05011821807,52.2599180097,37.0,64.0,1000.0,6.3,3.8
2826,25,2LBA,A,127,-1.00,0.00,NMR,127,127,0,12,72,' babp protein',2.54306786838,43.572251563,127.0,354.0,1000.0,6.3,3.8
2827,25,2LBG,A,27,-1.00,0.00,NMR,27,27,0,24,0,' major prion protein',2.03857550185,34.9284129226,27.0,49.0,1000.0,6.3,3.8
2828,25,2LC3,A,88,-1.00,0.00,NMR,88,88,0,49,2,' e3 ubiquitin-protein ligase hectd1',3.31383437826,56.7783608778,88.0,198.0,1000.0,6.3,3.8
2829,25,2LCY,A,54,-1.00,0.00,NMR,54,54,0,3,0,' virion spike glycoprotein',1.39141247531,23.8400929664,54.0,148.0,1000.0,6.3,3.8
2830,25,2LD3,A,88,-1.00,0.00,NMR,88,88,0,70,0,' myosin vi',4.18189688236,71.6515139979,88.0,190.0,1000.0,6.3,3.8
2831,25,2LDE,A,25,-1.00,0.00,NMR,25,25,0,8,0,' sarafotoxin-i3',2.277215387,39.0172055332,25.0,33.0,1000.0,6.3,3.8
2832,25,2LE2,A,56,-1.00,0.00,NMR,56,56,0,10,24,' p56',1.37065819339,23.4844945949,56.0,133.0,1000.0,6.3,3.8
2833,25,2LE3,A,42,-1.00,0.00,NMR,42,42,0,19,12,"' carnitine o-palmitoyltransferase 1, liver isoform'",2.58715769914,44.3276750502,42.0,67.0,1000.0,6.3,3.8
2834,25,2LEH,B,26,-1.00,0.00,NMR,26,26,0,11,0,' survival motor neuron protein',3.59931544438,61.6697178818,26.0,27.0,1000.0,6.3,3.8
2835,25,2LEK,A,73,-1.00,0.00,NMR,73,73,0,13,22,' putative thiamin biosynthesis this',2.00296924984,34.3183448276,73.0,165.0,1.0,6.3,3.8
2836,25,2LEZ,A,120,-1.00,0.00,NMR,120,120,0,53,29,' secreted effector protein pipb2',3.60153378433,61.7077263312,120.0,284.0,1000.0,6.3,3.8
2837,25,1I8Y,A,28,-1.00,0.00,NMR,28,28,0,0,8,' granulin-1',1.17600541954,20.1493655032,28.0,46.0,1000.0,6.3,3.8
2838,25,2LG5,A,36,-1.00,0.00,NMR,36,36,0,0,11,' gallinacin-2',0.776186332736,13.2989711247,36.0,102.0,1000.0,6.3,3.8
2839,25,2LGN,A,66,-1.00,0.00,NMR,66,66,0,0,45,' lactococcin 972',1.05986375307,18.1594249392,66.0,205.0,1000.0,6.3,3.8
2840,25,2LHN,A,80,-1.00,0.00,NMR,80,80,0,6,6,' nuclear polyadenylated RNA-binding protein nab2',2.07574541465,35.5652723674,80.0,163.0,1000.0,6.3,3.8
2841,25,2LHU,A,35,-1.00,0.00,NMR,35,35,0,23,0,' mybpc3 protein',1.61230162748,27.6247492179,35.0,71.0,1000.0,6.3,3.8
2842,25,2LI3,A,30,-1.00,0.00,NMR,30,30,0,16,0,' potassium channel toxin kappa-ktx3.1',0.940209341883,16.1092979373,30.0,72.0,1000.0,6.3,3.8
2843,25,2LI5,B,34,-1.00,0.00,NMR,34,34,0,6,0,' ubiquitin-like modifier-activating enzyme atg7',6.06834648561,103.97344205,34.0,25.0,1000.0,6.3,3.8
2844,25,1I26,A,34,-1.00,0.00,NMR,34,34,0,0,6,' ptu-1',0.843639640719,14.454698245,34.0,88.0,1000.0,6.3,3.8
2845,25,2LI8,A,63,-1.00,0.00,NMR,63,63,0,6,0,' protein lin-28 homolog a',3.14743255947,53.9272761707,63.0,105.0,1000.0,6.3,3.8
2846,25,2LIC,A,35,-1.00,0.00,NMR,35,35,1,0,0,' vitellogenin',6.28152066375,107.625911979,35.0,25.0,1000.0,6.3,3.8
2847,25,2LID,A,35,-1.00,0.00,NMR,35,35,1,4,0,' vitellogenin',3.1030682068,53.1671490978,35.0,44.0,1000.0,6.3,3.8
2848,25,2LIF,A,27,-1.00,0.00,NMR,27,27,0,17,0,' core protein p21',2.78143564865,47.6563820006,27.0,37.0,1000.0,6.3,3.8
2849,25,2LIX,A,27,-1.00,0.00,NMR,27,27,0,3,2,' potassium channel toxins',0.727644895259,12.4672749866,27.0,65.0,1000.0,6.3,3.8
2850,25,2LIY,A,45,-1.00,0.00,NMR,45,45,0,4,16,' epidermal patterning factor-like protein 9',1.42456296144,24.4080846189,45.0,81.0,1000.0,6.3,3.8
2851,25,1HZ3,A,26,-1.00,0.00,NMR,26,26,0,0,0,' a-beta amyloid',0.8138402478,13.9441233363,26.0,64.0,1000.0,6.3,3.8
2852,25,1HXV,A,85,-1.00,0.00,NMR,85,85,0,9,31,' trigger factor',1.48124776651,25.3793070614,85.0,258.0,1.0,6.3,3.8
2853,25,2LJX,A,82,-1.00,0.00,NMR,82,82,0,23,10,' protein e6',2.18095281592,37.3678681265,82.0,203.0,1000.0,6.3,3.8
2854,25,2LK0,A,30,-1.00,0.00,NMR,30,30,0,0,8,' RNA-binding protein 5',1.05099354584,18.007445157,30.0,58.0,1000.0,6.3,3.8
2855,25,2LL1,A,33,-1.00,0.00,NMR,33,33,0,0,0,' u1-trtx-sp1a',0.847399350182,14.5191161115,33.0,78.0,1000.0,6.3,3.8
2856,25,2LL2,A,26,-1.00,0.00,NMR,26,26,0,14,0,' gap junction alpha-1 protein',1.80439124565,30.9159618786,26.0,43.0,1000.0,6.3,3.8
2857,25,2LLF,A,107,-1.00,0.00,NMR,107,107,0,0,0,' villin-1',2.8811243696,49.3644221523,107.0,244.0,1000.0,6.3,3.8
2858,25,2LLH,A,70,-1.00,0.00,NMR,70,70,0,37,0,' nucleophosmin',4.7842265468,81.9716709978,70.0,114.0,1000.0,6.3,3.8
2859,25,2LLV,A,71,-1.00,0.00,NMR,71,71,0,41,0,' heat shock protein sti1',2.71225862574,46.4711212053,71.0,165.0,1000.0,6.3,3.8
2860,25,2LLW,A,71,-1.00,0.00,NMR,71,71,0,49,0,' heat shock protein sti1',3.17566401167,54.4109863981,71.0,157.0,1000.0,6.3,3.8
2861,25,1HP3,A,32,-1.00,0.00,NMR,32,32,0,3,6,' omega-atracotoxin-hv2a',0.775344596541,13.2845490396,32.0,85.0,1000.0,6.3,3.8
2862,25,2LNK,C,39,-1.00,0.00,NMR,39,39,0,22,0,"' myosin heavy chain, non-muscle iia'",3.3808830973,57.9271558783,39.0,64.0,1000.0,6.3,3.8
2863,25,2LNM,A,62,-1.00,0.00,NMR,62,62,0,43,0,"' protein tic 40, chloroplastic'",3.34110652328,57.2456345901,62.0,131.0,1000.0,6.3,3.8
2864,25,2LO0,A,45,-1.00,0.00,NMR,45,45,0,31,0,' uncharacterized protein',2.45044766401,41.9853215032,45.0,95.0,1000.0,6.3,3.8
2865,25,2LO2,A,38,-1.00,0.00,NMR,38,38,0,11,6,' saga-associated factor 11',1.76232370593,30.1951877908,38.0,69.0,1000.0,6.3,3.8
2866,25,2LOR,A,108,-1.00,0.00,NMR,108,108,0,78,0,' transmembrane protein 141',6.39176622165,109.51483018,108.0,205.0,1000.0,6.3,3.8
2867,25,1HNR,A,47,-1.00,0.00,NMR,47,47,0,11,6,' h-ns',1.99143059939,34.1206446457,47.0,87.0,1.0,6.3,3.8
2868,25,2LPB,B,34,-1.00,0.00,NMR,34,34,0,7,0,' general control protein gcn4',7.97595054534,136.657824959,34.0,23.0,1000.0,6.3,3.8
2869,25,1HN3,A,40,-1.00,0.00,NMR,40,40,0,21,0,' p19 arf protein',5.10219416254,87.4196439418,40.0,48.0,1.0,6.3,3.8
2870,25,1HJI,B,26,-1.00,0.00,NMR,26,26,0,19,0,' nun-protein',2.03907459831,34.9369643092,26.0,44.0,1000.0,6.3,3.8
2871,25,1HJ0,A,41,-1.00,0.00,NMR,41,41,0,32,0,' thymosin beta9',3.91954771403,67.1564928064,41.0,66.0,1.0,6.3,3.8
2872,25,2LQ0,A,25,-1.00,0.00,NMR,25,25,0,0,0,' de novo designed antifreeze peptide 1m',1.97849300289,33.8989752927,25.0,43.0,1000.0,6.3,3.8
2873,25,2LQ1,A,25,-1.00,0.00,NMR,25,25,0,0,0,' de novo designed antifreeze peptide 3',1.82598015195,31.2858604834,25.0,45.0,1000.0,6.3,3.8
2874,25,2LQ2,A,30,-1.00,0.00,NMR,30,30,0,0,0,' de novo designed antifreeze peptide 4m',2.50312308927,42.8878482934,30.0,52.0,1000.0,6.3,3.8
2875,25,2LQ6,A,79,-1.00,0.00,NMR,79,79,0,0,0,' bromodomain-containing protein 1',2.57237216683,44.0743436541,79.0,154.0,1000.0,6.3,3.8
2876,25,2LQL,A,83,-1.00,0.00,NMR,83,83,0,0,0,' coiled-coil-helix-coiled-coil-helix domain-containing protein 5',3.320917601,56.8997229409,83.0,193.0,1000.0,6.3,3.8
